tweet_id,manual score,machine score,sentiment_score,text,date,language,favorite_count,month
1.25E+18,-1,-1,-0.5,"@Clint_ZA @EFFSouthAfrica Their side is questionable to date, Corona unite them with the ruling party.",Sat Apr 18 04:34:49 +0000 2020,en,0,Apr 
1.25E+18,-1,0,0,FAMU was going to disappoint us anyway corona spared us https://t.co/aj1AIDMwi7,Sat Apr 18 04:34:50 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.11,Radio Chitkara (Community Radio Station) from Punjab is on air round the clock for the past 3 weeks now(started from28 March) with content &amp; programme only on Corona/Covid 19.Being operated remotely by 4 members core team. The only media in world doing 24x7 broadcast on Corona. https://t.co/Soz0MN544n,Sat Apr 18 04:34:50 +0000 2020,en,4,Apr 
1.25E+18,-1,-1,-0.25,@taslimdt @anusharavi10 @Vakeel_Sb @RajatSharmaLive @abpnewshindi @rahulkanwal @RubikaLiyaquat @sudhirchaudhary @anjanaomkashyap @DChaurasia2312 @RShivshankar @navikakumar @ANI even congress as well calling out people. Their local leaders have asked people to come out on roads to fail India against corona.,Sat Apr 18 04:34:50 +0000 2020,en,0,Apr 
1.25E+18,-1,0,0,RT @paytonquistorff: THIS JUST IN: @corona seltzer’s are ass.,Sat Apr 18 04:34:50 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"RT @iAnkurSingh: Getting infected is not a crime, hiding it and spreading it is.  When police went to track, did they pelt stones?  When do…",Sat Apr 18 04:34:50 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.5,"RT @DonaldJTrumpJr: If you like Corona in your country, you’ll love Huawei in your home.   UK moves to drop Huawei as 5G vendor China trans…",Sat Apr 18 04:34:50 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,wake me up when corona end,Sat Apr 18 04:34:51 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.25,RT @guyverhofstadt: BREAKING: European Parliament approves Corona-resolution with overwhelming majority of 395 against 171. Obliges von der…,Sat Apr 18 04:34:52 +0000 2020,en,0,Apr 
1.25E+18,-1,1,0.25,"@Twitter Why are you not saying anything about all the lies many politicians say, AOC says and compares 9/11 and corona deaths, saying the same amount people died. Twitter why don't you say anything? It is abuse of power",Sat Apr 18 04:34:53 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.25,RT @Jackiei901: $500 goes to anyone that likes this tweet. First 50 to retweet gets $500 #covid-19 #Covid_19 #coronavirus #corona,Sat Apr 18 04:34:53 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"RT @kkobe3: corona, if you beefing with china. you should’ve been beefing with china. why would you bring that to somebody else country",Sat Apr 18 04:34:53 +0000 2020,en,0,Apr 
1.25E+18,1,1,0.875,All good places! They on my list https://t.co/Du0LVCEpXV,Sat Apr 18 04:34:53 +0000 2020,en,3,Apr 
1.25E+18,1,1,0.134343434,"RT @VideshiKesariya: Beware! Regardless of whichever country you live in, carry a sanitizer or wet wipes and clean your car handles before…",Sat Apr 18 04:34:54 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.4,"RT @indiatvnews: With no #Covid_19 patients, Rajasthan's Bhilwara goes 'corona free'. @IMinakshiJoshi, @AmitKPalit https://t.co/cBOWDHcLu7",Sat Apr 18 04:34:54 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.6,RT @Ilyas2xx: corona got me fucked up https://t.co/06P6PrtMGv,Sat Apr 18 04:34:54 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,Wedew https://t.co/sIlXF4DyrW,Sat Apr 18 04:34:55 +0000 2020,en,1,Apr 
1.25E+18,1,1,0.091666667,RT @MalhanSumeet: Proud to have worked alongside some extremely dedicated teams working selflessly to provide food to poor and needy in the…,Sat Apr 18 04:34:55 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"RT @FrankFigliuzzi1: Courage, Selflessness, Heroism: Medal of Honor recipient Bennie Adkins has died of coronavirus #corona https://t.co/c…",Sat Apr 18 04:34:56 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.2,@realDonaldTrump One life is important You don't care the lifes of American  You downplay corona,Sat Apr 18 04:34:56 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.15,RT @PaulChibuzor4: Just in: #Nigeria security forces has killed more people than corona virus. @realDonaldTrump @UN @UNHumanRights @MaziEmm…,Sat Apr 18 04:34:56 +0000 2020,en,0,Apr 
1.25E+18,1,0,0,"RT @casanyoo: This is my massege to you guys.  #Stayhome, #staysafe and keep two metres away from people! #SocialDistancing   Please share…",Sat Apr 18 04:34:57 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.625,No I will not stop talking about corona I AM MAD STILL,Sat Apr 18 04:34:57 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.4,Bulk quantitiesuantity available at all #corona free zone https://t.co/wSyMjCOfjp,Sat Apr 18 04:34:58 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.244444444,RT @Vijay66FilmOff: What is This ? Any thing Serious in down south ?? Say Go CORONA ..   #மே1அஜித்குபாடைகட்டு,Sat Apr 18 04:34:58 +0000 2020,en,0,Apr 
1.25E+18,-1,1,0.285714286,"Shut the hell up @MikeBellATL!!!! Go walk they a WalMart right now... won’t do it, right???? Get outta here loser https://t.co/UoBOhdceMZ",Sat Apr 18 04:34:58 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"@realDonaldTrump What on earth does the 2nd Amendment have to do with the Corona Virus? Oh yes, it’s all about the election! I forgot!",Sat Apr 18 04:34:58 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.227272727,RT @TanTan_Ching: My parents have tested positive for Corona. Lord give them strength.,Sat Apr 18 04:34:59 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,Will the Third World War Begin After Corona? Prasanga Fernando today2020 04 18,Sat Apr 18 04:34:59 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.05,"@ANI Who is responsible for 1st lockdown, and then subsequent lockdowns? Are they: 1. China thru' Chinese Virus Corona 2. Jighadi Tablighi Jamat Markaz Nizamuddin and then spreding it 3. Muslim Law Court which is ONLY in India although there are many Muslim nations 🤔🙄🤔Confused😔",Sat Apr 18 04:35:00 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"Corona virus a result of China's bio-warfare experiment, says Israeli analyst #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/YzI69YqD9Y",Sat Apr 18 04:35:00 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"Corona virus a result of China's bio-warfare experiment, says Israeli analyst #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/Vv9sE98wbs",Sat Apr 18 04:35:00 +0000 2020,en,1,Apr 
1.25E+18,0,0,0,"Corona virus a result of China's bio-warfare experiment, says Israeli analyst #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/ZKKjZgH7s7",Sat Apr 18 04:35:00 +0000 2020,en,0,Apr 
1.25E+18,1,1,0.8,RT @ShahNafisa: Great work. #WelldoneSindhGovt,Sat Apr 18 04:35:00 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,RT @USCIRF: USCIRF is concerned with reports of Hindu &amp; Muslim patients separated into separate hospital wards in #Gujarat. Such actions on…,Sat Apr 18 04:35:01 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.033333333,"@ReallySwara @BabitaPhogat There r many idiots like who shown statistics, but failed to show dispersal of CORONA like #TabligiJamaat did. Yes I strongly standby @BabitaPhogat . You r real hero.",Sat Apr 18 04:35:02 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.5,"RT @DonaldJTrumpJr: If you like Corona in your country, you’ll love Huawei in your home.   UK moves to drop Huawei as 5G vendor China trans…",Sat Apr 18 04:35:02 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.19047619,"@MadVoterInMN https://t.co/4Q3UCf9Kb6 Coronavirus: Why Shooting Permits and Hollywood Productions Continued but beyond paying for special cleaning precautions, film crews’ corporate bosses are largely rephrasing CDC guidelines in response to coronavirus.",Sat Apr 18 04:35:02 +0000 2020,en,1,Apr 
1.25E+18,-1,-1,-0.175,American media in their aggressive support to party opposition to Govt not simple contradiction but spurious or true support to their argument just should not be for a devastating pandemic corona virus making US citizens confused utterly.,Sat Apr 18 04:35:03 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.5,"RT @AshishSainram: Wrong question @ReallySwara   Que is why the organisers didn’t cancel the event?  Unlike others in the list, your fav on…",Sat Apr 18 04:35:04 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"RT @FrankFigliuzzi1: Courage, Selflessness, Heroism: Medal of Honor recipient Bennie Adkins has died of coronavirus #corona https://t.co/c…",Sat Apr 18 04:35:04 +0000 2020,en,0,Apr 
1.25E+18,1,1,0.285714286,RT @adeyanjudeji: I hope those already stealing Corona Vurus money will stop &amp; begin to do the right thing. Abba Kyari died here in Nigeria…,Sat Apr 18 04:35:04 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.4,"RT @indiatvnews: With no #Covid_19 patients, Rajasthan's Bhilwara goes 'corona free'. @IMinakshiJoshi, @AmitKPalit https://t.co/cBOWDHcLu7",Sat Apr 18 04:35:04 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,RT @UdayMahurkar: India is handling Tablighis attacking Corona warriors across India with kid gloves.Will embolden them. India should take…,Sat Apr 18 04:35:05 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.1,RT @HasibaAmin: Dear @Aramco @Saudi_Aramco your employee is abusing Muslims and accusing Muslims of spreading corona virus by slipping into…,Sat Apr 18 04:35:05 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.105555556,@JagranNews @rajnathsingh @DefenceMinIndia @narendramodi 🖒👌👏 but they can only be effective when other areas are taken care of viz responsibilities of VVIPs towards society - see what example Mr Kumaraswamy has set throwing social distancing &amp; Corona caution to the winds at his son's wedding - different rules for VVIPs? Action pls !,Sat Apr 18 04:35:05 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"RT @gauravcsawant: As the world grapples with #CoronaVirusPandemic, there has been a spike in #Pakistan state sponsored terror in J&amp;K/LoC.…",Sat Apr 18 04:35:06 +0000 2020,en,0,Apr 
1.25E+18,-1,0,0,Corona Virus: Is it “leaked” from a laboratory? https://t.co/4Dd5srBbFi https://t.co/9nzcIwll5m,Sat Apr 18 04:35:06 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.1953125,RT @killedslob: Bro they cancelled Anime Expo and Comic Con?!?!¿   Im going outside and swinging on the Corona Virus !!!,Sat Apr 18 04:35:07 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"RT @officialAIBOC: Who will save Bankers from Corona, Customers &amp; Local Administration? Is it a Big question towards prevention of Communit…",Sat Apr 18 04:35:08 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.5,"RT @DonaldJTrumpJr: If you like Corona in your country, you’ll love Huawei in your home.   UK moves to drop Huawei as 5G vendor China trans…",Sat Apr 18 04:35:08 +0000 2020,en,0,Apr 
1.25E+18,-1,1,0.5,"idk if I said this yet but if corona cancels my top surgery in May,  I’m gonna riot",Sat Apr 18 04:35:08 +0000 2020,en,2,Apr 
1.25E+18,0,0,0,RT @ackimmm: @DailyMail Corona reading this : https://t.co/JxtXUPhSRW,Sat Apr 18 04:35:09 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.4,"RT @OmoKiikan: 32 in Lagos, Thank God for civilization. If a disease like corona had broken out in the olden days, u guys will be looking f…",Sat Apr 18 04:35:09 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,RT @AjazkhanActor: R A M A D A N 🌙 I S C O M I N G . . . 💞 . .  May Allah ﷻ allow us to reach the month of Ramadan &amp; may our…,Sat Apr 18 04:35:09 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,RT @RealCindy9: Chinese Coronavirus Is a Man Made Virus According to Luc Montagnier the Man Who Discovered HIV - Gilmore Health https://t.c…,Sat Apr 18 04:35:09 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.175,"RT @TS_SinghDeo: I have always said, more testing is an imp way to fight Corona virus, an enemy that's lurking in the dark &amp; about which we…",Sat Apr 18 04:35:10 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.25,RT @gautambhatia88: This banning of communities from using the public water supply is one of the most entrenched forms of discrimination in…,Sat Apr 18 04:35:10 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.35,Why cannot WHO send its staff to Wuhan to find the real cause of the corona-virus outbreak?  The virus is thought to have escaped from a viral research laboratory in Wuhan by many intelligence agencies in the world.,Sat Apr 18 04:35:11 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"Indonesia 17 April 2020 data: 5,923 cases (total) 520 deaths, 607 recoveries.  Global (WHO data?) 2.078.605 cases 139,515 deaths Spread over 213 countries/territories.  #Covid_19 #COVID19 #Corona #StayHome #LawanCovid19 #coronaindonesia #COVID19indonesia #dirumahaja  #Indonesia https://t.co/qlovlzbp0z",Sat Apr 18 04:35:11 +0000 2020,en,3,Apr 
1.25E+18,0,0,0,RT @ackimmm: @DailyMail Corona reading this : https://t.co/JxtXUPhSRW,Sat Apr 18 04:35:11 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.377777778,How the world feels about Black ppl they hate us and make it seem as if our lives have no value. It started in China and somehow they refuse to treat/serve black ppl as if it started with us or like we’re the face of the Corona Virus 🤨🤦🏾‍♂️ https://t.co/km1UuzbsoG,Sat Apr 18 04:35:11 +0000 2020,en,5,Apr 
1.25E+18,1,1,0.083333333,RT @Javedakhtarjadu: Hats off to BMC 0f Mumbai . They have taken more tests than any other city or even any other state of India Highest nu…,Sat Apr 18 04:35:11 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.243055556,RT @book_tribe: • Don’t let the Corona Virus get you down! Read a book! #StayHomeSaveLives https://t.co/35WIfLnGEm https://t.co/gywJt1SHdj,Sat Apr 18 04:35:11 +0000 2020,en,0,Apr 
1.25E+18,-1,0,0,"RT @RMCpost: You are sicker than a 1000 infected minds @Nidhi.. If you deny the ""Communal"" danger of one religion spreading Corona nonchala…",Sat Apr 18 04:35:12 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,RT @Patti_Sc60: @jtblogs @FinnaganMarina @WhiteHouse @SpeakerPelosi @KamalaHarris @SenBooker @Lesdoggg @JoeBiden @chuckschumer @ewarren @Se…,Sat Apr 18 04:35:12 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.033333333,@BabitaPhogat Please talk about Bangalore marriage also there is a rule break of Corona and social distance.  You don't have a knowledge about this or ignoring.  Jo galat hai usako Galata boliye please.  Jamat ne bahut galat Kiya but in this place ???,Sat Apr 18 04:35:13 +0000 2020,en,0,Apr 
1.25E+18,-1,1,0.19375,"In Bengal there is no lockdown protocol for Muslims they are free to gather in the mosque or to spread corona to other people by not taking the necessary precaution, No lesson learnt from the Delhi Markaz by the Mamta Didi she can risk the life of others to pleased this community https://t.co/fMigV88ydf",Sat Apr 18 04:35:14 +0000 2020,en,1,Apr 
1.25E+18,0,1,0.227272727,RT @TanTan_Ching: My parents have tested positive for Corona. Lord give them strength.,Sat Apr 18 04:35:14 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,RT @AjazkhanActor: R A M A D A N 🌙 I S C O M I N G . . . 💞 . .  May Allah ﷻ allow us to reach the month of Ramadan &amp; may our…,Sat Apr 18 04:35:14 +0000 2020,en,0,Apr 
1.25E+18,1,1,0.357142857,@mangalpandeybjp Sir why not Bihar make a special covid or infectious hospital that’s are so helpful also after corona,Sat Apr 18 04:35:14 +0000 2020,en,1,Apr 
1.25E+18,0,1,0.5,"RT @DonaldJTrumpJr: If you like Corona in your country, you’ll love Huawei in your home.   UK moves to drop Huawei as 5G vendor China trans…",Sat Apr 18 04:35:15 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.5,"RT @KToltz: @SangerNYT @amymbrothers @denverpost Much more to do with Alden Capital than Corona, they've been gutting the Post and many of…",Sat Apr 18 04:35:15 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,RT @paytonquistorff: THIS JUST IN: @corona seltzer’s are ass.,Sat Apr 18 04:35:16 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"RT @sardesairajdeep: ‘Anyone who attacks doctors or police on duty in the fight against corona will not be spared, zero tolerance’: @Sachin…",Sat Apr 18 04:35:17 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,RT @ThatManCarterIV: ‼️‼️PSA PSA‼️ Drink the beer @corona‼️‼️‼️ https://t.co/ABzPLDvdb1,Sat Apr 18 04:35:18 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.366666667,"...all the ""gatherings"" claimed by dushyant are fake..   Including Tablighi jamaat's numbers..   Now here is the protocol for testing set by ICMR👇  ICMR doesn't test ""bhakt"" just because a fucking idiot wants to counterbalance Jamaatis https://t.co/q86Lz5EKy0 https://t.co/2ekjZkuw4U",Sat Apr 18 04:35:18 +0000 2020,en,2,Apr 
1.25E+18,0,1,0.5,"RT @Subytweets: So the smear job campaign has started on Kerala. We've survived many viruses Nipah, Corona and Floods. We will survive Modi…",Sat Apr 18 04:35:18 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"RT @pranavmahajan: Really insightful!  In post corona world, we have 2 options: • business as usual or • a lifestyle which is  *sustainabl…",Sat Apr 18 04:35:20 +0000 2020,en,0,Apr 
1.25E+18,1,1,0.5,RT @rajbirrohilla: We are proud that we are from India. Who has always considered Vasudhaiva Kutumbakam. And has stood ready to help the…,Sat Apr 18 04:35:20 +0000 2020,en,0,Apr 
1.25E+18,1,0,0,RT @MPerinar: I know someone in the govt who said jeff kaplan was gonna nerf corona virus in the next patch,Sat Apr 18 04:35:20 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.3125,"@GriffLightning completely nothing tweet from me here, apologies. So I got way too into my head about how Vin Diesel holds the Corona bottle in all his scenes with them. Literally no one else holds a bottle like him! And I fucking KNOW Vin is carrying one!",Sat Apr 18 04:35:20 +0000 2020,en,2,Apr 
1.25E+18,0,0,0,RT @ackimmm: @DailyMail Corona reading this : https://t.co/JxtXUPhSRW,Sat Apr 18 04:35:20 +0000 2020,en,0,Apr 
1.25E+18,-1,0,0,12 - Corona - Donald Trump KILLT die WHO ! ! https://t.co/pmLZaq9PC1 via @YouTube,Sat Apr 18 04:35:21 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.19047619,"@amitmehra @pononline @vineetjaintimes Any how CENTRE not infuse single rupee to crash crunch states... Even states are doing well to fight against corona.  Centre focussed only horse trading,,, clapping,,, lighting.... Blah...Blah.........  Useless BJP govt 😡",Sat Apr 18 04:35:21 +0000 2020,en,4,Apr 
1.25E+18,-1,1,0.516666667,"@vernal_equinox True, that anxiety to use the time wisely gives more head ache than corona itself 😄",Sat Apr 18 04:35:22 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"RT @iAnkurSingh: Getting infected is not a crime, hiding it and spreading it is.  When police went to track, did they pelt stones?  When do…",Sat Apr 18 04:35:22 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.4,"RT @paranjoygt: Indian Media is Enemy of the Poor, Anti-Science, Worships Falsehoods: Ravish Kumar https://t.co/qznjetajvP",Sat Apr 18 04:35:22 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.5,"@Laney73517911 @DanielAshley13 yeah I love the evidence you provided that he helped the economy, but im guessing you forgot the presidents response to corona because he caused 34,000+ to die and lost jobs https://t.co/8PxmfZwPHi",Sat Apr 18 04:35:22 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"@CMO_Meghalaya @SangmaConrad  Respected Sir,  please consider my request. I want to go my home Purnea Bihar, my family is there and My wife is not well. Sir, I have to go to take care of my family. Consider Safety from corona, I will be by Scooty and will tarvel alone.",Sat Apr 18 04:35:22 +0000 2020,en,0,Apr 
1.25E+18,1,1,0.15,RT @medi_cosity: This gives you an idea how many layers of protection doctors must protect themselves everyday from the Corona virus. https…,Sat Apr 18 04:35:22 +0000 2020,en,0,Apr 
1.25E+18,1,1,0.2,I be looking forward to homecoming so much https://t.co/1ROQ4xFdyN,Sat Apr 18 04:35:22 +0000 2020,en,0,Apr 
1.25E+18,1,1,0.875,RT @TulseaTalent: Some heartwarming films to keep you in good spirits!  #TuHaiMeraSunday @MilindDhaimade @NetflixIndia,Sat Apr 18 04:35:23 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.083333333,RT @_YogendraYadav: Sad to think that Dr Kafeel Khan is still in jail for a lecture full of patriotism that was delivered in my presence at…,Sat Apr 18 04:35:23 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"@Congress_Army Corona virus the Trump vist Namate India the crowded people at the studium,120000 people at one place and there are thousands of people are only USA visiter at the place. You know todays sitution in USA thousands of people died only  Corona virus Covid-19.",Sat Apr 18 04:35:23 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.233333333,"RT @CaptKalkal: Wow, and they’ll survive corona and be super healthy to cross borders, walking kms climbing mountains?? Check what Pakis ar…",Sat Apr 18 04:35:23 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.125,RT @hurd2020: Rest In Peace to all of the life forces who are no longer here due to Corona Virus.  Peace &amp; strength to all of the families…,Sat Apr 18 04:35:23 +0000 2020,en,0,Apr 
1.25E+18,-1,1,0.175,RT @SMHoaxSlayer: A 3 year old photo of a victim circulated with the Bihar’s corona isolation ward sexual abuse story https://t.co/ba6qky8r…,Sat Apr 18 04:35:24 +0000 2020,en,0,Apr 
1.25E+18,-1,1,0.25,"RT @_The_Immortal: A Nigerian guy that owns a famous lounge ""Amarachi"" in Brooklyn just died from Corona virus.... Nigerians are dying left…",Sat Apr 18 04:35:24 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.5,@dtompatriot21 @kj_ohio @Acyn @davidasinclair Here’s how corona virus compares to the flu. Also we prep for the flu each year. This on top of the flu in the fall/winter will be a nightmare. https://t.co/L3RlWKTZJi,Sat Apr 18 04:35:24 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.15,@htTweets @BDUTT Corona or no corona they are vulnerable. Contractors who recruit them are also responsible. Migrants in organised establishments also suffer.,Sat Apr 18 04:35:24 +0000 2020,en,1,Apr 
1.25E+18,0,1,0.4,RT @CCCWAP: Corona virus - COVID-19 Self Isolation or Quarantine?  Try these Free Skill Enhancement Training Courses with Free Certificate…,Sat Apr 18 04:35:24 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.5,"RT @Robert_E_Kelly: Trump’s determination to avoid any responsibility for corona is astonishing. He’s so out of his depth, overmatched, and…",Sat Apr 18 04:35:24 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.2,If corona was a person I’d beat the shit out that nigga,Sat Apr 18 04:35:25 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.40625,RT @DanielNewman: Thanks @GayleKing @CBSThisMorning my story!   RETWEET! WHY DONT WE HAVE MASS free #Corona TESTING?! USA &amp; S.Korea got #Co…,Sat Apr 18 04:35:25 +0000 2020,en,0,Apr 
1.25E+18,1,1,0.7,RT @Neerajkundan: Good job. Keep going #LadengeAurJeetenge,Sat Apr 18 04:35:25 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"RT @FrankFigliuzzi1: Courage, Selflessness, Heroism: Medal of Honor recipient Bennie Adkins has died of coronavirus #corona https://t.co/c…",Sat Apr 18 04:35:25 +0000 2020,en,0,Apr 
1.25E+18,1,1,0.211111111,@TNeGA_Official There is no community spread in TN. Be bold or else this Great Depression will beggarize entire race. 1)Advertise &amp; thru volunteers teach social distancing 2)In case of corona suspicion do only street lockdown and 3)Deploy nurse staff near bus stands to check on people if needed.,Sat Apr 18 04:35:26 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.1,"RT @francispouliot_: Holy shit. French virologist, Nobel prize winner for discovery of the HIV virus, just went on TV to reveal there is pr…",Sat Apr 18 04:35:26 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.16875,Its wrong for people like @mitalisaran and @utterflea to post such pictures #MeAt20 due to the Corona Virus the fire department is already stretched. https://t.co/zgNkcP9BcW,Sat Apr 18 04:35:27 +0000 2020,en,2,Apr 
1.25E+18,-1,1,0.285714286,RT @adeyanjudeji: I hope those already stealing Corona Vurus money will stop &amp; begin to do the right thing. Abba Kyari died here in Nigeria…,Sat Apr 18 04:35:27 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,@QueenEphya @moigovgh @konkrumah Call the short code if you have any symptoms of corona virus,Sat Apr 18 04:35:27 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.4,"@GarShehu But why is everybody wishing Abba kyari to rest in peace while the poor Masses in Nigeria are hungry and can't feed themselves , this is a show of clownery 😟, this nigga was one of those that brought this corona virus into Nigeria",Sat Apr 18 04:35:27 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,RT @kirst25103416: Does anyone actually know someone personally with the corona virus ? I wanna see something,Sat Apr 18 04:35:27 +0000 2020,en,0,Apr 
1.25E+18,-1,-1,-0.055555556,"RT @_BreiaX: Black people were defending Chinese people when white america was being racist towards them, blaming them for the corona ... n…",Sat Apr 18 04:35:27 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,"RT @gauravcsawant: As the world grapples with #CoronaVirusPandemic, there has been a spike in #Pakistan state sponsored terror in J&amp;K/LoC.…",Sat Apr 18 04:35:28 +0000 2020,en,0,Apr 
1.25E+18,1,1,0.520833333,"RT @hachikosyndrome: https://t.co/QiNQCuuDGj CORONA RELIEF DONE QUICK is happening so im proxy-hosting it over here!! come hang out, i'll h…",Sat Apr 18 04:35:28 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,@realDonaldTrump My daughter and I still being fiercely attacked in corona. CA with directed energy weapons. Watchlist RISS revenge targeting,Sat Apr 18 04:35:29 +0000 2020,en,0,Apr 
1.25E+18,0,1,0.4,"RT @NASASun: These are the highest-resolution views ever captured of the Sun’s outer atmosphere, the corona.   This data from a @NASA sound…",Sat Apr 18 04:35:29 +0000 2020,en,0,Apr 
1.25E+18,0,0,0,corona go away i dont want to stay in the same house with my sister anymore,Sat Apr 18 04:35:29 +0000 2020,en,1,Apr 
1.25E+18,0,0,0,What about corona respected cm,Sat Apr 18 04:35:29 +0000 2020,en,0,Apr 
1.25E+18,1,1,0.225,"We can reach a target ,this target is long a healthy life ,so plz stay in home and fight a corona virus 🙏 #eachonereachone",Sat Apr 18 04:35:29 +0000 2020,en,1,Apr 
1.25E+18,0,0,0,@paytonquistorff @corona Amen,Sat Apr 18 04:35:29 +0000 2020,en,4,Apr 
