year,month,day,day_of_week,text,timestamp,sentiment
2023,6,2,4, breaking launches derivatives with institutional sized contracts at 1 and 10 ,2023-06-02T10:00:00Z,NEUTRAL
2023,6,2,4, coinmarketcap listing 1st place medal 1st place medal high voltage bullseye bitbull stays bullish ox ox can we see 200 within today next listing next week shushing face shushing face shushing face ,2023-06-02T11:00:00Z,NEUTRAL
2023,6,2,4, light bulb the future of healthcare management light bulb fascinating usage of blockchain technology for maximum security amp privacy in heal ,2023-06-02T11:00:00Z,NEUTRAL
2023,6,2,4, rocket want a chance to win 2000 in bitcoin face with open mouth then join this giveaway now star struck fire alarm clock deadline june 5th so hu ,2023-06-02T11:00:00Z,NEUTRAL
2023,6,2,4, rocket want a chance to win 2000 in bitcoin face with open mouth then join this giveaway now star struck fire alarm clock deadline june 5th so hu ,2023-06-02T11:00:00Z,NEUTRAL
2023,6,2,4, rocket want a chance to win 2000 in bitcoin face with open mouth then join this giveaway now star struck fire alarm clock deadline june 5th so hu ,2023-06-02T11:00:00Z,NEUTRAL
2023,6,2,4, crossed 41k followers on twitter saluting face saluting face saluting face bull cycle loading ox ox ,2023-06-02T11:00:00Z,NEUTRAL
2023,6,2,4, rocket want a chance to win 2000 in bitcoin face with open mouth then join this giveaway now star struck fire alarm clock deadline june 5th so hu ,2023-06-02T11:00:00Z,NEUTRAL
2023,6,2,4, rocket want a chance to win 2000 in bitcoin face with open mouth then join this giveaway now star struck fire alarm clock deadline june 5th so hu ,2023-06-02T11:00:00Z,NEUTRAL
2023,6,2,4, price 200 soon ox tmcap 3 billion very soon ox current 24h vol 1 25 million ox ,2023-06-02T11:00:00Z,NEUTRAL
2023,6,2,4, police car light police car light police car light police car light police car light dollar banknote police car light listelemesine haz rm y z arkada lar devam gelecektir ,2023-06-02T11:00:00Z,NEUTRAL
2023,6,2,4, 2222 pixel bears on the bear we re all gonna make it gem stone keycap 1 like amp retweet keycap 2 follow keycap 3 comment your ,2023-06-02T12:00:00Z,NEUTRAL
2023,6,2,4,how bitcoin market sell orders cause flash crashes backhand index pointing right follow me to get the latest crypto news t co gadicbfi25,2023-06-02T12:00:00Z,NEUTRAL
2023,6,2,4, if you are seeing this you are early panda alphapanda on is about to go live rocket diving into the realm of wit ,2023-06-02T12:00:00Z,NEUTRAL
2023,6,2,4,current price is 27099 ,2023-06-02T12:00:00Z,NEUTRAL
2023,6,2,4, rocket want a chance to win 2000 in bitcoin face with open mouth then join this giveaway now star struck fire alarm clock deadline june 5th so hu ,2023-06-02T12:00:00Z,NEUTRAL
2023,6,2,4, bitbull is taking the leap 1st place medal 1st place medal something great is coming up bullseye bullseye stay bullish on bitbull ox ox ox ,2023-06-02T12:00:00Z,NEUTRAL
2023,6,2,4, rocket want a chance to win 2000 in bitcoin face with open mouth then join this giveaway now star struck fire alarm clock deadline june 5th so hu ,2023-06-02T12:00:00Z,NEUTRAL
2023,6,2,4, after an intense capitulation miners are back to hodling btc in the last week miner reserves have shown a re ,2023-06-02T12:00:00Z,NEUTRAL
2023,6,2,4, it s the new dawn of the new day sun behind small cloud alphapanda on live soon orange square bringing you upcoming project leaks every w ,2023-06-02T12:00:00Z,NEUTRAL
2023,6,2,4, bug n 2 dostumun kredi kart borcunu deyece im g nderiyi begenip rt yapman z yeterlidir yorumlara kredi kart ekstren ,2023-06-02T12:00:00Z,n/a
2023,6,2,4, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-02T13:00:00Z,NEUTRAL
2023,6,2,4,gitex africa wraps up unleashing business opportunities backhand index pointing right follow me to get the latest crypto news t co 7d3rdg4nln,2023-06-02T13:00:00Z,NEUTRAL
2023,6,2,4, kripto ya lan yor zeytinya irketi zorunluluk zerine euro stablecoin tahvili i hra etti face with monocle ,2023-06-02T13:00:00Z,n/a
2023,6,2,4, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-02T13:00:00Z,NEUTRAL
2023,6,2,4, teknik olarak art k k resel hisse senedi ve kripto para piyasas n n yukar y nl gitmesi gerekti ini d n yorum hikayes ,2023-06-02T13:00:00Z,n/a
2023,6,2,4, small blue diamond small blue diamond 1 140 dolar money bag 23 809 t rk li rasi money bag small blue diamond kaptan ve eki bi kazanmaya devam edi yor bell ekibimize kat lmak ve ka ,2023-06-02T13:00:00Z,n/a
2023,6,2,4, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-02T13:00:00Z,NEUTRAL
2023,6,2,4, red circle cbdcs building back better climate change and net zero are all wef and un cons please retweet repeat button if you agree can you h ,2023-06-02T13:00:00Z,MIXED
2023,6,2,4, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-02T13:00:00Z,NEUTRAL
2023,6,2,4, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-02T13:00:00Z,NEUTRAL
2023,6,2,4, thats the big green candle we have been waiting for chart increasing with yen chart increasing with yen chart increasing with yen strong signs of bullish bitbull ox ox ox ,2023-06-02T14:00:00Z,NEUTRAL
2023,6,2,4, what is cardano staking ada and earn rewards coincu news ,2023-06-02T14:00:00Z,NEUTRAL
2023,6,2,4, price 200 soon ox tmcap 3 billion very soon ox current 24h vol 1 25 million ox ,2023-06-02T14:00:00Z,NEUTRAL
2023,6,2,4, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-02T14:00:00Z,NEUTRAL
2023,6,2,4, payu frog bomb b y k borsa li stelemeleri geli yor red exclamation mark check mark button li steli ,2023-06-02T14:00:00Z,n/a
2023,6,2,4, partying face biop x airdrop ultimate trophy prize pool 1000 biop check mark button follow amp check mark button like rt amp ta ,2023-06-02T14:00:00Z,NEUTRAL
2023,6,2,4, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-02T14:00:00Z,NEUTRAL
2023,6,2,4, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-02T14:00:00Z,NEUTRAL
2023,6,2,4, crossed 41k followers on twitter saluting face saluting face saluting face bull cycle loading ox ox ,2023-06-02T14:00:00Z,NEUTRAL
2023,6,2,4, bitbull is a threat to the safety and soundness of the banking industry prohibited prohibited be bullish on bitbull ox ox ox ,2023-06-02T14:00:00Z,NEGATIVE
2023,6,2,4, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-02T15:00:00Z,NEUTRAL
2023,6,2,4, yo i would love to interview you about the lightning network nation state adoption and ,2023-06-02T15:00:00Z,MIXED
2023,6,2,4, wrapped gift eki li wrapped gift 2 takip imize 40 800 tl hediye ediyoruz four leaf clover ve beni takip edin collision bu twite rt fav red heart at n ,2023-06-02T15:00:00Z,n/a
2023,6,2,4, gm ladies and gentlemen frog high voltage i hope you all are doing well on this sunny friday fire i present you the perfect sticker frog ,2023-06-02T15:00:00Z,POSITIVE
2023,6,2,4,floki inu users can now shop on aliexpress with floki backhand index pointing right follow me to get the latest crypto news t co p1rziizdkn,2023-06-02T15:00:00Z,NEUTRAL
2023,6,2,4, vamos super bien caw camera camera camera ,2023-06-02T15:00:00Z,POSITIVE
2023,6,2,4, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-02T15:00:00Z,NEUTRAL
2023,6,2,4, x monthly thinking face first red monthly candle close of 2023 but remember a red candle doesn t signal the end flexed biceps fire ,2023-06-02T15:00:00Z,NEUTRAL
2023,6,2,4, bitcoin pizza g n 13 y l d n m n kutluyor pizza partying face laszlo hanyecz 2010 y l nda 2 b y k boy pizza i in 10 000 dedi ,2023-06-02T15:00:00Z,n/a
2023,6,2,4, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-02T15:00:00Z,NEUTRAL
2023,6,2,4, traders of fxy can now seamlessly withdraw their token at the fastest pace bar chart fire trade and hodl mobile phone with arrow check mark button join the fxy community ,2023-06-02T16:00:00Z,NEUTRAL
2023,6,2,4,sotheby s golden goose sale mercedes benz nfts and nike teams up with ea sports backhand index pointing right follow me to get the latest crypto news t co 0xjgpddqxf,2023-06-02T16:00:00Z,NEUTRAL
2023,6,2,4,another banking crisis terrible start to the weekend another reason why i m buying the dip jpm ,2023-06-02T16:00:00Z,NEGATIVE
2023,6,2,4, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-02T16:00:00Z,NEUTRAL
2023,6,2,4, rocket want a chance to win 2000 in bitcoin face with open mouth then join this giveaway now star struck fire alarm clock deadline june 5th so hu ,2023-06-02T16:00:00Z,NEUTRAL
2023,6,2,4, tff den e ma ile ilgili kritik a klama geldi gil z na e reyya nder im2023,2023-06-02T16:00:00Z,n/a
2023,6,2,4, if you are seeing this you are early panda alphapanda on is about to go live rocket diving into the realm of wit ,2023-06-02T16:00:00Z,NEUTRAL
2023,6,2,4, ha ha total issued 300divisible falselocked truedispenser with 30 0 00 ,2023-06-02T16:00:00Z,NEUTRAL
2023,6,2,4, the great abraham lincoln winking face ,2023-06-02T16:00:00Z,POSITIVE
2023,6,2,4,polkadot is tatti coin ,2023-06-02T16:00:00Z,NEUTRAL
2023,6,2,4, almaya karar verdi im coin space id id 0 465 seviyesinden biraz al yorum bitcoin de olas geri ekilmede ekleme yap ,2023-06-02T17:00:00Z,n/a
2023,6,2,4, let s gooooooooooooo sweeeeeeeeeeeeeeeppppvery soon 1 000 sats 1 psat ,2023-06-02T17:00:00Z,NEUTRAL
2023,6,2,4, partying face biop x airdrop ultimate trophy prize pool 1000 biop check mark button follow amp check mark button like rt amp ta ,2023-06-02T17:00:00Z,NEUTRAL
2023,6,2,4, is still following the path successfully retesting the top of the post breakout channel btc is trying to reclaim t ,2023-06-02T17:00:00Z,NEGATIVE
2023,6,2,4, gaussian channel crossover soon arrow rocket is taking more time to crossover the weekly gaussian channel than it did in t ,2023-06-02T17:00:00Z,NEUTRAL
2023,6,2,4, 1st stock market bitmart 2nd stock market mxc don t miss the next surprises ,2023-06-02T17:00:00Z,NEUTRAL
2023,6,2,4, megaphone da mavilimw bollinger ve hareketli ortalama indikat rleri ayn anda al sinyali veriyor grafik al m de il indikat r al m yap yorum btc bozarsa l y z herkes riskini als n backhand index pointing right maliyet 4 47 backhand index pointing right kald ra 15x backhand index pointing right pozisyon long ,2023-06-02T17:00:00Z,n/a
2023,6,2,4, 24 saat i erisinde 2 ansl ki iye 50 hediye wrapped gift bu tweeti retweetle telegram grubuna ye olun telegram kat l ,2023-06-02T17:00:00Z,n/a
2023,6,2,4, 24 saat i erisinde 2 ansl ki iye 50 hediye wrapped gift bu tweeti retweetle telegram grubuna ye olun telegram kat l ,2023-06-02T17:00:00Z,n/a
2023,6,2,4, happy everyone i hope it s going well and you have awesome plans for the weekend me some fire fire ,2023-06-02T17:00:00Z,POSITIVE
2023,6,2,4, g zel bir ekili le geldim bu aralar ekili e doyamad k eyes relieved face 24 saat i erisinde 1 ansl ki iye 100 2 000 hediye wrapped gift ,2023-06-02T18:00:00Z,n/a
2023,6,2,4, wrapped gift 30 alarm clock 24h money with wings 1 x 30 usdt or eth keycap 1 rt amp like keycap 2 telegrama kat l n kat ,2023-06-02T18:00:00Z,NEUTRAL
2023,6,2,4, 1 ki iye 30 600 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunludu ,2023-06-02T18:00:00Z,n/a
2023,6,2,4, fire 24 saat i erisinde 1 ansl ki iye fire 100 2 000 hediye wrapped gift bu tweeti be en retweetle telegram grubuna ye olu ,2023-06-02T18:00:00Z,n/a
2023,6,2,4, 2 ki iye toplamda 1000 tl hediye wrapped gift be en rt red heart telegrama kat l check mark button telegram kat lmak ,2023-06-02T18:00:00Z,n/a
2023,6,2,4, 4 ki iye 100 2100 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunlu ,2023-06-02T18:00:00Z,n/a
2023,6,2,4, 1 ki iye 50 1000 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunludur ,2023-06-02T18:00:00Z,n/a
2023,6,2,4, 2 ki iye toplamda 1000 tl hediye wrapped gift be en rt red heart telegrama kat l check mark button telegram kat lmak ,2023-06-02T18:00:00Z,n/a
2023,6,2,4, 24 saat i erisinde 1 ansl ki iye 50 1 000 hediye wrapped gift bu tweeti be en retweetle telegram grubuna ye o ,2023-06-02T18:00:00Z,n/a
2023,6,2,4, 2 ki iye toplamda 1000 tl hediye wrapped gift be en rt red heart telegrama kat l check mark button telegram kat lmak ,2023-06-02T18:00:00Z,n/a
2023,6,2,4, fire 24 saat i erisinde 1 ansl ki iye fire 100 2 000 hediye wrapped gift bu tweeti be en retweetle telegram grubuna ye olu ,2023-06-02T19:00:00Z,n/a
2023,6,2,4, say no more camera camera camera amb lina sys syn ldo rdnt ,2023-06-02T19:00:00Z,n/a
2023,6,2,4, fire 24 saat i erisinde 1 ansl ki iye fire 100 2 000 hediye wrapped gift bu tweeti be en retweetle telegram grubuna ye olu ,2023-06-02T19:00:00Z,n/a
2023,6,2,4, wrapped gift ekili vakti wrapped gift 4 ki iye 500 toplam 2000 artlar right arrow curving down beni takip et envelope with arrow bu tweeti be en retweetle telegr ,2023-06-02T19:00:00Z,n/a
2023,6,2,4, 1 ki iye 50 1000 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunludur ,2023-06-02T19:00:00Z,n/a
2023,6,2,4, wrapped gift 30 alarm clock 24h money with wings 1 x 30 usdt or eth keycap 1 rt amp like keycap 2 telegrama kat l n kat ,2023-06-02T19:00:00Z,NEUTRAL
2023,6,2,4, 1 s k takip iye 50 1000 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zor ,2023-06-02T19:00:00Z,n/a
2023,6,2,4, just in the fed is now pricing goods in is a unit of account rocket ,2023-06-02T19:00:00Z,POSITIVE
2023,6,2,4, bitrue lists amp admires cardano meme coin snek as it sees a 920 gain from atl ,2023-06-02T19:00:00Z,NEUTRAL
2023,6,2,4, 4 ki iye 100 2100 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunlu ,2023-06-02T19:00:00Z,n/a
2023,6,2,4,what is zilliqa zil price prediction 2023 2024 2025 till 2030 backhand index pointing right follow me to get the latest crypto news t co flqn1l7jam,2023-06-02T20:00:00Z,NEUTRAL
2023,6,2,4, alan nda s rekli i lemler yapmaktay m saatlik grafikte takip ediyorum ve f rsat verirse pozisyonu alabi ,2023-06-02T20:00:00Z,n/a
2023,6,2,4, 24 saat i erisinde 1 ansl ki iye 30 600 hediye wrapped gift bu tweeti be en retweetle telegram grubuna ye olun ,2023-06-02T20:00:00Z,n/a
2023,6,2,4, 4 ki iye 100 2100 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunlu ,2023-06-02T20:00:00Z,n/a
2023,6,2,4, collision the loyal token has officially launched participate in the airdrop now rocket link ,2023-06-02T20:00:00Z,NEUTRAL
2023,6,2,4, ready for altcoin run hamster hamster hamster hamster hamster hamster hamster hamster check mark button ,2023-06-02T20:00:00Z,MIXED
2023,6,2,4, massive potential flow into would dwarf everything seen to date if us over regulates unfriendly to other coun ,2023-06-02T20:00:00Z,NEUTRAL
2023,6,2,4, wrapped gift 30 alarm clock 24h money with wings 1 x 30 usdt or eth keycap 1 rt amp like keycap 2 telegrama kat l n kat ,2023-06-02T20:00:00Z,NEUTRAL
2023,6,2,4,afternoon dmmu cryptocurrency update 6 2 23 ,2023-06-02T20:00:00Z,NEUTRAL
2023,6,2,4, fire 24 saat i erisinde 1 ansl ki iye fire 100 2 000 hediye wrapped gift bu tweeti be en retweetle telegram grubuna ye olu ,2023-06-02T20:00:00Z,n/a
2023,6,2,4, 1 ki iye 50 1000 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunludur ,2023-06-02T21:00:00Z,n/a
2023,6,2,4,join us and earn every day check out our channel 2a59,2023-06-02T21:00:00Z,NEUTRAL
2023,6,2,4, 24 saat i erisinde 1 ansl ki iye 50 1 000 hediye wrapped gift bu tweeti be en retweetle telegram grubuna ye o ,2023-06-02T21:00:00Z,n/a
2023,6,2,4, 24 saat i erisinde 1 ansl ki iye 100 2 000 hediye wrapped gift bu tweeti be en retweetle telegram grubuna ,2023-06-02T21:00:00Z,n/a
2023,6,2,4, fire fire en lugano suiza switzerland hay m s de 250 tiendas que ofrecen un reembolso del 10 si compras con exploding head ,2023-06-02T21:00:00Z,NEUTRAL
2023,6,2,4, 24 saat i erisinde 1 ansl ki iye 100 2 000 hediye wrapped gift bu tweeti be en retweetle telegram grubuna ,2023-06-02T21:00:00Z,n/a
2023,6,2,4,1 troy ounce 916 7 fineness priced at 0 061 5 below spot price sounds like a great time to exchange some of all of your available safely via escrow 25 coins available ,2023-06-02T21:00:00Z,NEUTRAL
2023,6,2,4,current price is 27225 ,2023-06-02T21:00:00Z,NEUTRAL
2023,6,2,4,england league oneplymouth argyle 1 43beatbristol rovers hollywoodbets ,2023-06-02T21:00:00Z,NEUTRAL
2023,6,2,4, fire 50 giveaway5 winners 10 each red heart like amp retweet backhand index pointing right follow us smiling face with sunglasses tag 3 friendsends in 7 days good luck four leaf clover ,2023-06-02T21:00:00Z,NEUTRAL
2023,6,2,4, ,2023-06-02T22:00:00Z,NEUTRAL
2023,6,2,4, backhand index pointing right ok hand combines neuroscience with artificial intelligence and blockchain man btc,2023-06-02T22:00:00Z,NEUTRAL
2023,6,2,4, we re proud to announce that will be running a validator for satoshichain read more about it here ,2023-06-02T22:00:00Z,POSITIVE
2023,6,2,4, wrapped gift eki li wrapped gift 2 takip imize 40 800 tl hediye ediyoruz four leaf clover ve beni takip edin collision bu twite rt fav red heart at n ,2023-06-02T22:00:00Z,n/a
2023,6,2,4, ,2023-06-02T22:00:00Z,NEUTRAL
2023,6,2,4, fire 24 saat i erisinde 1 ansl ki iye fire 100 2 000 hediye wrapped gift bu tweeti be en retweetle telegram grubuna ye olu ,2023-06-02T22:00:00Z,n/a
2023,6,2,4, 2 ki iye toplamda 1000 tl hediye wrapped gift be en rt red heart telegrama kat l check mark button telegram kat lmak ,2023-06-02T22:00:00Z,n/a
2023,6,2,4, heart suit heart suit collision 1st stock market bitmart collision 2nd stock market mxc don t miss the next surprises rocket rocket rocket ,2023-06-02T22:00:00Z,NEUTRAL
2023,6,2,4, 1 ki iye 50 1000 hediye wrapped gift be en telegram a kat l check mark button telegram kat lmak zorunludu ,2023-06-02T22:00:00Z,NEUTRAL
2023,6,2,4, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-02T22:00:00Z,NEUTRAL
2023,6,2,4, 1 ki iye 30 600 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunludu ,2023-06-02T23:00:00Z,n/a
2023,6,2,4, fire 50 giveaway5 winners 10 each red heart like amp retweet backhand index pointing right follow us smiling face with sunglasses tag 3 friendsends in 7 days good luck four leaf clover ,2023-06-02T23:00:00Z,NEUTRAL
2023,6,2,4, 4 ki iye 100 2100 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunlu ,2023-06-02T23:00:00Z,n/a
2023,6,2,4, 4 ki iye 100 2100 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunlu ,2023-06-02T23:00:00Z,n/a
2023,6,2,4, 4 ki iye 100 2100 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunlu ,2023-06-02T23:00:00Z,n/a
2023,6,2,4, 4 ki iye 100 2100 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunlu ,2023-06-02T23:00:00Z,n/a
2023,6,2,4, 4 ki iye 100 2100 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunlu ,2023-06-02T23:00:00Z,n/a
2023,6,2,4, 4 ki iye 100 2100 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunlu ,2023-06-02T23:00:00Z,n/a
2023,6,2,4, 4 ki iye 100 2100 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunlu ,2023-06-02T23:00:00Z,n/a
2023,6,2,4, 4 ki iye 100 2100 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunlu ,2023-06-02T23:00:00Z,n/a
2023,6,3,5, wrapped gift 30 alarm clock 24h money with wings 1 x 30 usdt or eth keycap 1 rt amp like keycap 2 telegrama kat l n kat ,2023-06-03T00:00:00Z,NEUTRAL
2023,6,3,5, stampunk btc stamp from sold for 0 00610 165 69 on ,2023-06-03T00:00:00Z,NEUTRAL
2023,6,3,5, ,2023-06-03T00:00:00Z,NEUTRAL
2023,6,3,5, 2 ki iye toplamda 1000 tl hediye wrapped gift be en rt red heart telegrama kat l check mark button telegram kat lmak ,2023-06-03T00:00:00Z,n/a
2023,6,3,5, fire 50 giveaway5 winners 10 each red heart like amp retweet backhand index pointing right follow us smiling face with sunglasses tag 3 friendsends in 7 days good luck four leaf clover ,2023-06-03T00:00:00Z,NEUTRAL
2023,6,3,5, fire 50 giveaway5 winners 10 each red heart like amp retweet backhand index pointing right follow us smiling face with sunglasses tag 3 friendsends in 7 days good luck four leaf clover ,2023-06-03T00:00:00Z,NEUTRAL
2023,6,3,5, party popper 7 x wl spots party popper to enter keycap 1 follow keycap 2 like rt tag keycap 3 join soon ,2023-06-03T00:00:00Z,NEUTRAL
2023,6,3,5, the is much more than just a meme it is a symbol of the gnomes dedication to is a reminder ,2023-06-03T00:00:00Z,NEUTRAL
2023,6,3,5, wrapped gift eki li wrapped gift 2 takip imize 40 800 tl hediye ediyoruz four leaf clover ve beni takip edin collision bu twite rt fav red heart at n ,2023-06-03T00:00:00Z,n/a
2023,6,3,5, current price is 27179 ,2023-06-03T00:00:00Z,NEUTRAL
2023,6,3,5, won t be too long from here and will be on on the public radar amp in the news just like ,2023-06-03T01:00:00Z,NEUTRAL
2023,6,3,5, g zel bir ekili le geldim bu aralar ekili e doyamad k eyes relieved face 24 saat i erisinde 1 ansl ki iye 100 2 000 hediye wrapped gift ,2023-06-03T01:00:00Z,n/a
2023,6,3,5, ,2023-06-03T01:00:00Z,NEUTRAL
2023,6,3,5, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-03T01:00:00Z,NEUTRAL
2023,6,3,5, and will fly in 2017 sys ,2023-06-03T01:00:00Z,NEUTRAL
2023,6,3,5, we need some liquidity and if you can a balanced channel ,2023-06-03T01:00:00Z,NEUTRAL
2023,6,3,5, 24 saat i erisinde 1 ansl ki iye 50 1 000 hediye wrapped gift bu tweeti be en retweetle telegram grubuna ye o ,2023-06-03T01:00:00Z,n/a
2023,6,3,5, won t be too long from here and will be on on the public radar amp in the news just like ,2023-06-03T01:00:00Z,NEUTRAL
2023,6,3,5, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-03T01:00:00Z,NEUTRAL
2023,6,3,5, we need some liquidity and if you can a balanced channel ,2023-06-03T01:00:00Z,NEUTRAL
2023,6,3,5, let s take a trip first 500 to the moon rocket rocket rocket turn on notifications red question mark red question mark red question mark ,2023-06-03T02:00:00Z,NEUTRAL
2023,6,3,5, ,2023-06-03T02:00:00Z,NEUTRAL
2023,6,3,5, rocket want a chance to win 2000 in bitcoin face with open mouth then join this giveaway now star struck fire alarm clock deadline june 5th so hu ,2023-06-03T02:00:00Z,NEUTRAL
2023,6,3,5, fair launching soon rocket join our telegram group to stay tuned ok hand the matrix has you ,2023-06-03T02:00:00Z,NEUTRAL
2023,6,3,5, ,2023-06-03T02:00:00Z,NEUTRAL
2023,6,3,5, 1 ki iye 30 600 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunludu ,2023-06-03T02:00:00Z,n/a
2023,6,3,5,hi i m an ai bot i will show my resultfor info dm mestart balance 330000 satoshi 29 04 2023update balance 347262 satoshiposition 10 0 xrp ,2023-06-03T02:00:00Z,NEUTRAL
2023,6,3,5, tether s stablecoin market capitalization swelled to 83 2 billion matching its previous peak achieved just over a yea ,2023-06-03T02:00:00Z,NEUTRAL
2023,6,3,5, books education rocket discover why many politicians don t like and understand why it is so benefitial for the ,2023-06-03T02:00:00Z,NEUTRAL
2023,6,3,5, same the 20 d orange square sma is acting as resistance again volume is terrible smirking face remember there are 1 000 ,2023-06-03T02:00:00Z,NEGATIVE
2023,6,3,5, we are giving away 400 worth of goodies today get on it degens monkey star struck smiling face with heart eyes smiling face with hearts t co ukxpj7 ,2023-06-03T03:00:00Z,NEUTRAL
2023,6,3,5, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-03T03:00:00Z,NEUTRAL
2023,6,3,5, 1 ki iye 30 600 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunludu ,2023-06-03T03:00:00Z,n/a
2023,6,3,5, shibainu ,2023-06-03T03:00:00Z,NEUTRAL
2023,6,3,5, fire 24 saat i erisinde 1 ansl ki iye fire 100 2 000 hediye wrapped gift bu tweeti be en retweetle telegram grubuna ye olu ,2023-06-03T03:00:00Z,n/a
2023,6,3,5, purple heart ,2023-06-03T03:00:00Z,NEUTRAL
2023,6,3,5, wrapped gift 10 x flamelist wrapped gift rt like amp follow check mark button donewinners announced next week party popper ,2023-06-03T03:00:00Z,NEUTRAL
2023,6,3,5, yoda frog ,2023-06-03T03:00:00Z,NEUTRAL
2023,6,3,5, purple heart ,2023-06-03T03:00:00Z,NEUTRAL
2023,6,3,5, fair launching soon rocket join our telegram group to stay tuned ok hand the matrix has you ,2023-06-03T03:00:00Z,NEUTRAL
2023,6,3,5, partying face biop x airdrop ultimate trophy prize pool 1000 biop check mark button follow amp check mark button like rt amp ta ,2023-06-03T04:00:00Z,NEUTRAL
2023,6,3,5, fire 24 saat i erisinde 1 ansl ki iye fire 100 2 000 hediye wrapped gift bu tweeti be en retweetle telegram grubuna ye olu ,2023-06-03T04:00:00Z,n/a
2023,6,3,5, ,2023-06-03T04:00:00Z,NEUTRAL
2023,6,3,5, stampunk btc stamp from sold for 0 00610 165 93 on ,2023-06-03T04:00:00Z,NEUTRAL
2023,6,3,5, just made double bottom then we made a higher low fire rocket chart increasing get ready for some big waves water wave chart increasing ,2023-06-03T04:00:00Z,NEUTRAL
2023,6,3,5,join the and win amazing prizes rocket 1st place medal 1st macbook 2nd place medal 2nd ipad 3rd place medal 3rd iphone 14 military medal 4th 5x more winners will get 20 usdt each ,2023-06-03T04:00:00Z,POSITIVE
2023,6,3,5, 24 saat i erisinde 1 ansl ki iye 100 2 000 hediye wrapped gift bu tweeti be en retweetle telegram grubuna ,2023-06-03T04:00:00Z,n/a
2023,6,3,5, just playing around with different valuation models on is an incredibly useful tool bu ,2023-06-03T04:00:00Z,POSITIVE
2023,6,3,5, for those new to or if you re simply trying to grasp why s asymmetric upside is unmatched check out ,2023-06-03T04:00:00Z,MIXED
2023,6,3,5, ,2023-06-03T04:00:00Z,NEUTRAL
2023,6,3,5,join us and earn every day check out our channel ccdc,2023-06-03T05:00:00Z,NEUTRAL
2023,6,3,5,nice good amazing to the moon camera camera ,2023-06-03T05:00:00Z,POSITIVE
2023,6,3,5, btcusdt 5m lower bollinger band break btc ,2023-06-03T05:00:00Z,NEUTRAL
2023,6,3,5, 1 ki iye 30 600 hediye wrapped gift be en telegrama kat l check mark button telegram kat lmak zorunludu ,2023-06-03T05:00:00Z,n/a
2023,6,3,5, the overall correlation of amp is still there whether we like to admit it or not will soon end its ,2023-06-03T05:00:00Z,NEUTRAL
2023,6,3,5, police car light eyfi airdrop is now live parachute a total of 10 000 eyfi will be distributed on a first come first serve basis must fol ,2023-06-03T05:00:00Z,NEUTRAL
